4502316
4499213
4501722
4501720
4500472
4501413
4502405
4501183
4502724
4502474
4501488
4501374
4502581
4498900
4502572
4499721
4500914
4499490
4500748
4502593
4502774
4501586
4501087
4501458
4501921
4501471
4498629
4502303
4502597
4499801
4502121
4499786
4500791
4499748
4501988
4500103
4501359
4502274
4501505
4501646
4500583
4501095
4501238
4501429
4502231
4500930
4499098
4501685
4501763
4501622
4501933
4502955
4502468
4501527
4502188
4498298
4498911
4501764
4497386
4500773
-0,2205267
58398,66
28140,64
13745,5
16907,75
9653,728
14024,76
6830,239
2022950
0,05419996
-0,2322224
0,4132622
0,3322887
0,09735705
-0,1852813
0,009991261
-0,2894934
0,3842187
0,1597485
0,258394
-0,4058094
-0,01627224
0,4149449
0,4918339
0,03407031
-0,0550185
0,086487
0,3722014
-0,3940626
-0,05255587
-0,3752216
0,04746505
0,05147959
0,1223156
0,2836065
0,3876976
0,155609
0,3854795
-0,01216834
0,3659391
0,3426818
0,02490507
0,3333866
-0,06512192
-0,2301665
0,0568618
-0,3687393
0,3225397
-0,07019652
-0,08837504
0,3350423
-0,269484
0,3756689
-0,2084362
-0,04717144
0,4601137
0,2339312
0,0314969
-0,4092826
-0,4076433
0,4484227
-0,1472392
0,01130731
-0,1724418
-0,07057844
0,2203126
-0,1382173
-0,290027
0,3137506
-0,07297885
0,3543823
-0,1749729
-0,103613
0,2938094
0,4157122
0,0692855
0,1503411
-0,0199332
0,2220004
0,4772085
-0,1862792
0,2639473
-0,05760211
0,1943124
0,1124018
0,3942624
0,1717961
-0,2400842
-0,3305129
0,3234928
-0,3462336
-0,3758879
0,2947621
-0,104525
0,4175164
-0,01007898
-0,4864022
0,005828452
-0,4945435
0,04952095
-0,3049209
0,4212877
-0,4912109
-0,4972177
0,05724266
0,01001521
0,334129
-0,4181405
-0,1241484
0,3835431
-0,1902274
-0,2461357
0,3094965
-0,3864911
0,2786359
-0,3155247
0,4103629
0,3169949
0,2151563
0,03515919
-0,4514835
-0,3981331
-0,459514
0,4902578
-0,2267453
0,2302702
0,03026503
-0,499088
0,376293
-0,07420883
0,05568774
-0,3554873
-0,02538973
-0,3275205
0,2821294
-0,1075669
0,2551582
-0,06038444
-0,3629302
-0,3976134
-0,4398666
0,08993662
0,3840641
-0,214056
0,01372023
0,399902
-0,1853845
0,1812532
0,1168391
0,2330411
0,0795581
-0,3033971
0,2906721
-0,02970266
0,001004498
-0,4067878
0,3808017
-0,4814687
0,2295276
0,3269724
0,4797502
0,333217
-0,2944334
0,4500605
-0,1721447
-0,3347401
0,2792541
0,1370171
-0,1686204
-0,1137971
-0,07068288
-0,02925265
0,1799251
0,1127698
-0,02497417
-0,04142018
-0,2821972
0,254542
-0,02346245
-0,1266473
-0,08434533
0,3490119
-0,115927
-0,3567481
0,3462331
-0,1409151
-0,1461594
-0,4956871
0,1714749
0,1889171
0,01163134
0,2366269
0,210088
-0,1899027
-0,3773636
-0,2730836
-0,1156299
0,4340037
0,4580887
-0,1515396
-0,379352
0,1775985
-0,1501264
-0,2693638
-0,1962761
-0,3911892
